"","GeneSymbol","A_plus_1","A_plus_2","A_plus_3","A_minus_1","A_minus_2","A_minus_3","B_plus_1","B_plus_2","B_plus_3","B_minus_1","B_minus_2","B_minus_3","A_plus_1_48","A_plus_2_48","A_plus_3_48","A_minus_1_48","A_minus_2_48","A_minus_3_48"
"166","PABPC1",5.60727915682785,5.44604977471727,4.15284627863021,7.25410626306909,5.96197280005411,4.15284627863021,6.86170776877301,6.85585587034238,5.33002685574773,5.51047196348366,5.59267151956203,5.76251146104142,3.24048502997471,2.95555025374443,5.26455652130909,5.20010109748417,7.00072595708962,8.01426403586707
"167","AKR1A1",6.70459786792031,5.22834304102013,4.58762246841436,4.79473955787981,3.24562567763621,4.58762246841436,6.54260774396918,5.99929578845217,4.58762246841436,3.88495813660366,4.88927708230086,4.58762246841436,4.48764652474194,5.16821847900275,9.7982428639227,7.14076339361096,9.22466725131536,4.58762246841436
"168","RBMX",3.60452676694211,3.31446086381949,5.0166717732619,9.25282455083532,8.96233813494198,3.66676439711192,2.98874678280259,3.3405515905518,6.43035885272428,5.57405152196564,5.72208566275433,3.66676439711192,5.39423776804434,6.44540692296019,5.83571807586513,6.36071884253631,5.40609361297683,8.94154964312695
"169","MYH10",7.89171923005409,8.41394792265623,5.59824987355917,1.12375121030947,2.59322997822995,11.4797506457256,11.1834626414514,11.7410435117602,13.7139347987583,6.08904725487078,5.87064563566515,2.12709764536736,4.86966178466298,4.08481404236376,2.12709764536736,0.262530697735415,-1.55467935793567,2.12709764536736
"170","MYH9",7.68489930109345,8.3107153693383,4.30851590485378,0.308480805065541,2.83974801140388,8.70936244503384,9.63821653738862,10.4827573455644,4.30851590485378,5.1197234611896,5.29608962309049,4.30851590485378,6.14781906819652,4.35657976474754,7.43900985401919,4.21568214741413,2.19899104391214,4.30851590485378
"171","NCL",6.30897809705538,6.55059620478155,2.16870131425885,3.00736702497229,4.66461498081737,7.98749043598268,5.77130054831153,5.38108152974171,9.9473877700762,3.29945909194595,2.90183900098033,2.76442021877724,8.16041183512591,7.39365789544183,5.65940436296249,5.71174140735521,5.47231653262712,7.06606500051725
"172","NUDT21",8.25577,8.75782,0,9.41288,8.4254,0,8.03832,9.02845,0,7.25961,9.49501,0,8.77425,9.02457,0,7.83385,5.69407,0
"173","CBS",10.5230817578629,6.3780401253395,3.92299935285012,0.576322114199124,2.69267413536787,3.92299935285012,6.39505336368146,4.24634749182361,3.92299935285012,3.88335862379332,2.67847289242731,3.92299935285012,5.51410366338671,3.57343809147887,15.5523898660281,5.30965557789788,13.1118678764338,3.92299935285012
"174","PRPF4",4.64778565826695,3.89549111394254,4.61780172401843,9.39673528268225,8.29449747854539,4.61780172401843,4.53213759742886,4.66261645390208,4.61780172401843,6.28734914514875,8.05591445997081,4.61780172401843,3.82192759728201,4.98316969228885,9.59419804548598,5.04746769116342,3.8302047317992,4.61780172401843
"175","MYL4",9.8421,9.26587,0,7.49257,7.03263,0,11.1795,10.7219,0,7.83836,7.24855,0,7.53047,6.88791,0,7.35629,7.60387,0
"176","PSMD5",8.61696661257048,6.41398599775718,15.3921375349403,2.35578187023595,6.61003265078808,5.34678200944676,6.66475597982159,7.26130832388028,3.10834212213655,4.51123561625977,5.57248833358527,3.10834212213655,5.8833422773709,4.65249354125244,5.8285195794226,4.22241802078201,1.70826273310344,3.10834212213655
"177","EEF1G",5.77270316218861,6.94003829116987,4.40168481636965,5.41201487131378,5.03147385176545,4.40168481636965,8.31653222206187,7.40118635688598,7.13439074786255,5.52544655771405,6.19640222077986,4.40168481636965,4.12914464413893,3.2209079642729,7.81863159894816,4.55885269465723,5.0556766225725,4.40168481636965
"178","CCT4",6.45486530974328,6.47169135636863,1.33635735515624,2.07078264078369,4.55053896780584,2.55664071315128,5.71906918938782,5.51508349736797,13.5072821650034,5.86543491989993,4.85343929047954,10.0067463514793,6.8939317457153,4.64370719291109,1.33635735515624,4.48727808353778,5.41381923080643,9.13100871866392
"179","PSMF1",3.887195890842,2.4222717138972,4.1933905588678,10.0898520964168,3.7386732576415,4.1933905588678,3.90657479472969,3.60596933931492,4.1933905588678,5.14570969290698,7.15622440625015,4.1933905588678,3.14198412380758,5.9822758347137,13.1934260067819,6.72341793380146,10.0596399034275,4.1933905588678
"180","LYPLA1",7.84278670887906,8.5530913465732,2.7765736378728,-0.532940141853268,2.34320797381598,12.0224374774271,7.04313439900261,5.52623418240791,2.7765736378728,6.03554366688667,5.1826165794432,7.95638961475568,6.51969805758554,6.81863514765296,7.2685011777906,5.32235637187382,3.85782203520056,2.7765736378728
"181","UNC45A",9.01781,10.7913,0,7.37106,8.49728,0,9.88941,8.73422,0,8.15229,9.56062,0,7.87613,8.84248,0,6.61719,4.65016,0
"182","PSMA7",3.36566318303996,6.50911814647667,3.18573711250564,10.0056039681464,6.53767151565572,3.18573711250564,4.88270263569978,5.57198050701915,12.3036173926519,4.91891404638515,6.33638549509962,6.7527311474543,6.1954329361716,6.5480016870464,6.41037132567308,3.34462430010126,0.846134807006376,3.18573711250564
"183","RFC2",4.05305668048053,5.59742756784932,4.50914812133041,5.7056637967211,6.95219406577516,4.50914812133041,5.39637388096064,6.09082416263703,4.50914812133041,8.36099355033715,7.26859757338406,4.50914812133041,5.86332791392297,7.33498770874911,10.5380370152029,4.03085125063106,0.328036319239994,4.50914812133041
"184","EFTUD2",4.11374756528272,3.13560984761241,4.45233708723729,8.26972291738656,7.21421024718734,4.45233708723729,3.34426114398951,4.50973354146954,4.75698335008755,6.80162920132124,7.82173429314772,4.89674848811825,4.93049218647732,5.65606204560147,8.5234420865755,6.48131635902863,5.48794892752236,5.47288875397764
"185","EEF2",6.02320695506347,7.10514622969074,4.43900566445148,5.55788546862767,4.77561841177655,4.56169922253592,7.65038049219045,7.23361375202916,4.84538332100623,6.46673553872981,6.81419369281733,4.79205762625726,3.405495806039,3.55220508413192,7.40238439182651,4.97675334263911,4.64011517081641,6.30185700086457
"186","ANXA5",8.48118,9.8398,0,7.17939,4.77925,0,10.0127,10.0787,0,6.48314,8.12274,0,9.77997,7.74989,0,7.43008,10.0631,0
"187","TCERG1",8.69537,8.42519,0,7.73269,8.47121,0,8.69487,8.15293,0,9.23028,8.11823,0,8.48798,8.7824,0,8.1216,7.08725,0
"188","GSTP1",6.59747949142159,7.12485121638126,3.84707357936873,2.41798217398621,3.42638479754072,8.98919830312048,6.84613957257491,6.02433531368242,2.84993555586529,4.64563003061561,3.23351503493034,2.84993555586529,7.39230870128773,5.71561115677023,6.41252963764189,4.56469317090522,7.14343517169702,10.0985834602469
"189","MAP4",7.3493393361421,7.71562293468641,4.74351935225057,4.75177398531382,5.11838043458127,4.74351935225057,8.74593170278339,8.62431832510535,4.74351935225057,5.01712838433351,5.08617260301716,4.74351935225057,3.68620244699984,3.81650013219719,8.0343619622551,4.59867560745236,4.05173211014055,5.29239977950719
"190","PLEC",7.31009866077908,7.90301465684872,7.39546830401818,1.45793344828936,2.55206626734109,4.64125620004457,8.09473160670923,7.48708645459904,3.25233986238432,5.38278193962665,4.01595063536747,3.25233986238432,5.71177147954971,3.17073274521618,6.3707436208068,4.75454202723121,7.77021138686523,9.31026355438465
"191","ALDOC",7.26801688976938,8.3852571564696,3.66788776821631,4.05611427548685,3.63776077404296,7.27086543723413,8.00816050283379,8.20885062609523,3.66788776821631,2.82041050542992,4.05849626448897,6.95310925287751,7.15702212579861,5.74278322488084,6.72161134987015,4.04061651441373,3.03566218427879,5.17232739123413
"192","NUP160",8.02073,8.89138,0,7.67331,8.29017,0,9.12106,8.57223,0,8.75255,10.0611,0,8.84088,9.04776,0,8.04244,4.68644,0
"193","EZR",5.30766812330604,7.57283429722845,4.1039947663717,4.68897869967353,5.48917279067989,4.1039947663717,7.43885167386382,7.35147558165777,9.04588478031061,6.01408355593112,7.91018048016858,4.1039947663717,2.10082873940855,2.37570287176941,7.88968082895306,7.81141961285058,2.56616206201269,4.1039947663717
"194","MSN",6.65462190394116,6.27169252368281,5.26290605024359,4.23871317275755,2.89068374599762,7.02135792930348,5.52779750170563,4.44255190564883,2.00684519802337,6.18504047246734,6.72887741834598,20.1844502535799,3.47606301165826,2.34505424316985,2.00684519802337,5.13876008616584,8.53466520471599,2.00684519802337
"195","RDX",6.18051516652072,6.83609357368064,3.6713499263776,5.26296209830914,5.02776881594061,3.6713499263776,6.44131948997178,7.18028148216791,6.32349739184389,6.50291265969889,7.34251534383353,8.93005330918416,2.56459855257622,2.22400340749786,7.42171460852097,6.22819405254732,4.50920441709,3.6713499263776
"196","GATAD2A",5.8742708178336,6.97031333383217,1.3791245305647,2.19008470141788,4.09541527327555,19.5971940449102,5.51074168717635,4.34406977323308,1.3791245305647,5.66602681457123,4.78902373656702,1.3791245305647,7.24058461170436,5.08016881804253,1.3791245305647,4.13737091044163,5.430181391869,14.8149220477582
"197","IQGAP1",4.07691489004896,8.0060038992062,2.62918760752561,2.28132687582831,6.24149229082036,2.62918760752561,11.273413374419,8.87568639155347,26.6281456315013,4.8134762884089,4.06564269243599,2.62918760752561,1.39496000452861,1.11985990924433,2.62918760752561,6.81264453232517,2.33161090043554,2.62918760752561
"198","HBS1L",7.82465,7.29976,0,8.1812,6.93457,0,8.23852,10.5578,0,6.34758,8.87627,0,8.48285,8.81955,0,6.71231,11.7249,0
"199","PSMD13",8.04217,10.2836,0,8.64338,8.30012,0,8.44871,9.37148,0,8.23071,8.80475,0,7.92906,7.32297,0,7.5279,7.09511,0
"200","SRI",6.95490165804875,8.30133020695634,2.81820335997975,-1.01673208682917,2.94496436021909,5.97854378987348,6.19470004987685,5.74448135705327,2.81820335997975,5.69647759861564,3.95528479511152,2.81820335997975,6.83243273679238,7.3317362738975,8.6348059765953,7.44346074006681,4.04778672089389,12.6123055781029
"201","CAND1",6.57174644943476,7.15123775540335,4.31935406390324,4.62596188211224,5.63392673688556,4.31935406390324,5.92085345910287,6.92490652185911,4.31935406390324,5.76111778644492,6.62505718176404,4.31935406390324,5.08849976409415,3.17713363459282,8.65783776274626,5.63055310177285,4.06801628404043,6.85338166352141
"202","CUL2",4.35112792740838,3.87135112575473,4.16435147964795,9.15892549733438,6.31171757807048,4.16435147964795,0.725719949911164,5.08051734597441,13.4297564118176,7.05883550571225,7.48746270017273,4.16435147964795,5.53038692540433,8.00622988159858,4.16435147964795,5.91596325284552,2.29970548276737,4.16435147964795
"203","RPL14",7.27661547063525,8.70066096597079,3.73516794956375,3.36174290516178,6.35737992927114,17.1042322049187,9.07286240714235,5.21874133230566,3.73516794956375,5.40978166387895,8.06219960520121,3.73516794956375,3.60399920284371,1.46265411511536,3.73516794956375,3.53853992597285,2.47434667092755,3.73516794956375
"204","PARK7",5.08995164453506,5.60464179558355,3.99102365583351,4.97362860955749,3.91727059578479,6.62551142014599,6.68322057291304,6.67953927359978,5.09908747373343,4.16514824330584,4.65754283237457,6.86168555861623,7.78137194708896,7.51948581693618,6.16454285535392,4.96567255291987,5.39039791871715,3.99102365583351
"205","H2BC18",4.02467210088718,4.13105275752503,6.61057828318676,8.26906597714121,6.97081700747043,8.5001373352643,4.13240976193425,3.60204366850505,6.90620293689441,4.86695491585983,5.27214430291651,9.15401510339922,4.41482834285806,5.33022812073952,2.71492773420455,5.6107628309051,5.95132560849204,3.98937111207153
"206","LUC7L2",5.42626,8.76343,0,7.01228,8.06927,0,6.36781,8.88302,0,10.5212,9.01337,0,11.5104,11.886,0,12.5347,0.0123178,0
"207","YARS1",7.04531584499706,7.47547753446344,10.6451544424981,2.09754834503177,3.05501649896777,3.99116287054933,7.94095710925632,7.3675915695674,3.81461842502084,4.78632713324806,5.13854928182848,4.90265157856735,5.39451830435529,3.98810150182382,5.26537169074686,5.86118569014021,6.12675714558865,5.10521361753039
"208","ADAR",8.78484,9.00749,0,6.8945,9.03076,0,7.99201,8.95359,0,7.81024,7.64545,0,9.60801,9.57448,0,9.01395,5.68469,0
"209","GTF2I",3.58486648295862,3.16203463512639,4.10969815889381,6.70990064270135,7.03870099748334,4.10969815889381,3.3873237647172,3.95522797365867,4.57777184149552,6.76925348852628,6.56327418154182,6.93829510349284,5.30909554450989,5.26984750308168,6.97651634497768,8.07047426695125,7.71909724094294,6.10294804451684
"210","HNRNPUL2",3.39132713921121,2.9709005370399,4.69077403495168,8.89981025724656,7.12760729789479,4.69077403495168,3.77304997167934,3.48765327282164,4.69077403495168,5.72247501306924,6.74172421922547,5.17287614986383,6.08172423669395,6.29326631769914,8.45298470356423,6.1361835399843,7.59609274589215,4.69077403495168
"211","KIF5B",8.42754,8.5433,0,6.49234,5.7505,0,10.0745,8.01382,0,7.13946,7.56411,0,9.31515,8.93618,0,9.14683,10.5962,0
"212","SMCHD1",7.64159,8.578,0,9.00606,9.52351,0,8.03109,7.076,0,8.66778,7.73535,0,8.16003,8.54725,0,7.75967,9.27367,0
"213","PSMC3",5.48020616528951,5.14090029910239,7.09207067379671,3.45965098034474,5.31750683335748,7.26978162117994,4.72509476054197,2.99770055378835,3.22096384214745,6.99587542489612,6.86475440290988,3.22096384214745,5.12629064994742,5.31099396241448,6.9990316231542,7.23170671472506,7.49797195301455,6.05231157794634
"214","XRCC5",5.32728323840003,5.44566487985553,4.69261805790887,4.74869968199711,5.99938083766977,4.93153107906942,5.50126491418115,5.27367712176997,5.47077574343622,6.79141397602599,5.76577307200956,4.69261805790887,6.39064360197196,6.38879663989085,7.40157192294667,5.27158303747954,5.09415074573646,4.69261805790887
"215","PML",8.72158115469947,6.38688396188747,3.82358261882721,3.56331676958367,3.20010169434421,3.82358261882721,8.75085915470446,10.5224574992491,3.82358261882721,5.46419452557275,4.14270003633547,3.82358261882721,3.44355100010513,4.43350719397608,16.3485254421318,2.50731844231006,3.63114683446332,3.82358261882721
"216","MDN1",7.81298,9.71519,0,12.014,8.73055,0,6.65238,12.3889,0,4.34548,8.58929,0,8.85643,10.5035,0,10.3818,0.00951822,0
"217","PRPF4B",4.24456395143281,11.1607957376201,3.64567823986584,4.32803732641189,6.17211453032878,3.64567823986584,5.5421508040163,0.605052856613563,17.8809953060324,4.47700472277551,3.88326622105169,3.64567823986584,4.27640431096091,6.66241095730447,3.64567823986584,9.33216780780688,3.54198582160905,3.64567823986584
"218","CHD4",5.82655987396075,3.50028980527938,10.2968886084711,9.09846585975653,7.43885936396286,5.12778598732263,4.93254225005229,5.67615493235283,5.87273933533019,5.64376633977698,7.46691166249832,3.50467540629085,4.33922490368082,3.73847932193502,5.67930613888484,3.13652206962655,5.22023125931335,3.50467540629085
"219","ATP5F1A",8.42870208717886,8.105742802055,3.73084113751094,3.31420259291882,3.59818796767393,8.58324224758686,6.78449941184435,7.37457648702305,4.71115905799945,5.12662746711821,4.0430800227312,5.53892994312382,5.86054168129769,6.17877099402913,5.57390048213868,3.87473105498328,4.06650338200928,5.13191319030948
"220","RANBP2",4.47410998484564,2.70423119124232,3.66611685327102,1.84140777157004,3.56257162087955,8.77788986862735,7.48743805445502,4.38015322167985,3.66611685327102,3.54346294918342,5.04674572414378,4.92794616666778,10.5203334046255,7.46940662906982,9.37260730511517,4.58354426774664,10.0173819456373,3.66611685327102
"221","PKM",7.30568047971127,8.86526241118351,11.1943412681524,2.77770604383397,3.62487864462871,5.84249638939592,8.63665938421071,7.00091504043826,4.26409065165006,4.46693821393974,4.58581569844669,4.83385431414222,4.93529866974737,3.91182139407509,5.11458188349997,4.33971320530253,4.51557063938753,3.76969304210833
"222","PKLR",7.52145828142633,7.67098541288258,4.92987172800397,5.523763976496,5.03061129663668,4.92987172800397,7.36904168163147,7.22060479362982,4.92987172800397,4.4202081752432,5.43186516491225,4.92987172800397,5.10166331134983,4.67215784097717,7.12004393808455,4.88107398069435,4.70390668719693,4.92987172800397
"223","PSME2",7.41518,6.85077,0,6.43856,5.88271,0,8.37626,8.22779,0,9.08208,9.21344,0,9.77733,10.1847,0,8.87848,9.67268,0
"224","PSME1",8.43324293483291,6.9364533915662,4.42061141425848,4.60027525190501,3.92434709307803,4.42061141425848,5.82855199537691,8.04786277094035,5.10227819236846,2.9346523326177,4.35327283531778,4.42061141425848,7.84661219908303,8.37317568128635,10.3487210304639,3.86314402235306,1.75126319884773,4.42061141425848
"225","CBLL1",6.09572,6.19972,0,11.4634,12.5072,0,6.49879,7.29923,0,10.4617,8.62861,0,6.1764,8.25791,0,8.3459,8.06538,0
"226","HNRNPU",4.73785699520359,3.06750461578673,14.7504383417882,4.41288027270966,5.20769700107588,2.74660277107783,4.62793376071749,3.81342456740221,7.73517017395568,4.98510544087358,4.09537706112289,2.55891163651006,6.00298324041792,4.54678884407466,3.70886923318898,6.76197700234582,10.548852906841,6.31465529492286
"227","CANX",8.30157,8.91446,0,9.04553,7.27718,0,9.56211,8.99489,0,7.93829,8.72746,0,7.76714,7.51045,0,8.40521,7.55569,0
"228","RPL29",7.42564878829689,9.55102605089157,3.68231814759159,-0.294032362989089,5.19918570530296,3.68231814759159,7.25137836113994,4.42492587879894,3.68231814759159,5.53136499397859,3.41494943410378,3.68231814759159,5.10111547728194,4.77760091617352,10.128712583918,7.58870220233134,5.65008509005427,9.44453227441715
"229","ECHS1",7.85807,22.7304,0,4.59495,7.02534,0,8.01002,5.7895,0,7.19342,7.94865,0,10.0882,9.03067,0,9.72008,0.0107146,0
"230","MPP1",5.77833877037112,6.9482541178713,4.65369740735886,1.92580167483014,3.71357707576742,4.65369740735886,6.71157058927071,5.59477689234617,5.26634144293386,7.38582566372303,5.68535668657818,4.65369740735886,6.12740903498179,4.76627888699603,8.47721823434493,5.75824465762894,7.47136396142986,4.65369740735886
"231","PHB2",9.34116516338523,7.51307966398801,3.8415458609017,3.06148995499845,7.73072832745229,3.8415458609017,7.74625211692122,2.43731118134471,16.193751023558,6.23038265333051,7.03998740915568,3.8415458609017,3.66398279290532,5.90570246801935,3.8415458609017,2.34909679546276,1.81286437328792,3.8415458609017
"232","RBM14",3.55192678560028,1.99938871941263,2.78295124451474,7.88621630398856,8.17333991955429,8.66065914129558,3.25169495309585,4.44156597806865,8.46006408976631,5.05098764760405,5.46028307347758,5.67032090267378,4.84885136433374,5.85734161401304,6.38208760168285,7.95496062573348,6.75606186000265,2.78295124451474
"233","HNRNPK",4.49120341605395,4.50696775262983,3.97207382754997,7.22050999199422,8.35404098851589,8.52062824088848,4.29110842546883,4.38349782844592,4.78537645878599,5.48230062010202,4.86686109057179,5.07946168640445,5.31475514160935,5.50631267883509,5.74449907049643,5.94055631379902,4.95149438901841,6.52250430626062
"234","SMC1A",6.18735824468516,3.78068800092695,3.86326463094948,4.69213791583329,7.60186874720917,16.0396617330319,5.78042552644373,8.44868844812254,3.86326463094948,7.66004581209425,6.91833835928167,3.86326463094948,6.88315798015127,7.5877485483982,3.86326463094948,1.3158349101909,-2.12724240435682,3.86326463094948
"235","TPX2",5.31671137924391,3.25832925813,4.29827987451173,8.46243872774433,7.43025469938832,5.35284118167027,4.0009648978756,4.00368436538687,4.29827987451173,6.23646144350555,7.83827161363944,5.32130703608123,4.01043559160662,4.15605566622259,9.34606655395529,5.44798976465377,7.02293584658159,4.29827987451173
"236","GOT2",9.26444211517819,8.03287169483276,3.65950112412108,4.60631775025799,3.40830355319757,3.65950112412108,6.8684613959039,7.9323227442816,8.9684259844655,2.66494921906602,3.93141081489276,10.8240333255663,7.3645970312483,8.67693184533475,3.65950112412108,1.94240350955324,0.722730985592342,3.65950112412108
"237","FSCN1",5.53749472427578,6.71360800006086,6.10312961841349,5.66177277425973,4.10259298242137,3.75069267708923,7.01202345525417,7.14236188935867,3.62098029417703,4.32423930527664,4.75016610304988,7.61648602479668,4.58606916920386,4.28975481910221,6.82872301600292,6.27921150534882,6.31685321977303,5.35255741078175
"238","THRAP3",10.3121,9.39137,0,7.21721,9.11073,0,8.09831,7.55171,0,8.60826,5.7204,0,8.81526,9.48606,0,8.21046,7.47814,0
"239","FARSB",4.55066639414495,8.38262660793613,4.42594383337231,4.89163423234313,8.11882412921721,11.2833083490729,6.14309926997174,6.4206278566656,4.42594383337231,6.30194348187929,5.79322280527001,4.42594383337231,4.17674457974213,4.63641878675825,4.42594383337231,7.2930116414798,-0.188304463912925,4.42594383337231
"240","NAT10",7.17895,7.77367,0,8.15456,8.53262,0,7.76236,8.05475,0,9.6115,7.28351,0,8.75728,9.04224,0,8.16193,9.68664,0
"241","STMN1",7.74555768939033,8.67454922332349,14.8635988571321,3.3316848023856,1.60349843795468,2.11684245152138,9.86651741610802,9.64557634037701,8.18803536399923,4.07859408887025,4.72722075071383,7.68121231566048,3.68089621933429,3.64937649339703,2.11684245152138,3.04090945307312,3.20558924640799,2.11684245152138
"242","ZC3HAV1",5.88586056779737,6.51619092094572,3.45779139624098,2.69021176089066,5.52534848517603,3.45779139624098,6.31312198256824,10.418503466813,19.5954026723481,10.9353944319317,7.64245108936295,3.45779139624098,3.57284350430537,7.33248553709585,3.45779139624098,2.71147856822553,-6.57160231694354,3.45779139624098
"243","TSG101",7.51451,7.43435,0,10.7985,9.27448,0,8.22128,7.72764,0,8.10601,8.54902,0,6.72445,7.80523,0,8.44301,9.40148,0
"244","RBM10",2.92572361077583,2.39547879975941,4.32352934506788,8.57220461935228,6.5090020086282,4.32352934506788,4.12310064856467,3.52019526066149,11.5711300498067,5.48283018632643,5.02142594183414,4.6677575597646,6.18639415352715,6.39696354340794,4.32352934506788,5.85162417379862,9.50797909006312,4.32352934506788
"245","MCM6",3.62255995326135,3.85350983506498,3.90021611401295,7.81162287554699,6.11400518994459,5.58842707393815,4.11533492060713,3.72821372249118,3.90021611401295,6.27195773014023,5.40684008680641,3.90021611401295,4.84283020696858,5.29640747067625,8.11341178522251,6.59513318377803,9.06509443065075,7.9034153071205
"246","SSRP1",4.03745541952393,5.67039999032957,3.76503463844699,6.64780459146777,7.5531842004899,3.76503463844699,5.11229218325227,2.44667405510828,16.828117365332,7.33825434904823,7.30810402243358,3.76503463844699,4.05292610398189,6.17094535708466,3.76503463844699,5.25115253727376,3.13694324202145,3.76503463844699
"247","DBR1",2.69888261988721,4.60022308000963,10.0697853444966,8.04881127806428,8.54629732546609,0.371509743024787,3.40237790889482,5.80775193384705,18.1128763092083,4.71675267722157,5.05355161752775,11.0398716710023,4.27893812914334,7.32090755311232,0.371509743024787,7.63008477387291,-1.40451418535309,0.371509743024787
"248","HNRNPH3",4.33353790040394,4.38593129764194,2.91639239674988,7.36766398176861,7.15244230729665,12.70473875019,3.52491389053242,3.50587115201378,6.96228378168667,5.91385415569494,5.57771702811444,7.00061494362322,4.79209721837092,4.98646056834686,4.39017687143494,5.24054570902069,5.42751585293125,4.65622034560531
"249","HNRNPH1",7.33741361478079,5.92859416249565,4.2397307532733,8.03373652309739,9.22219613870672,5.39682895742607,3.00167649385061,3.29323799627196,4.2397307532733,5.24593077574471,5.59077216885786,5.86698471465396,5.01192743982238,6.02520475420576,7.42469605711934,5.04551253627181,4.10987909660184,5.56771920335372
"250","HNRNPF",4.85930865177833,3.96313825615521,3.26024108647498,8.93478353982948,7.69857462595389,6.58930355771327,5.10838320298367,5.78484177183,3.26024108647498,4.57580846982138,5.19503184163707,6.67066268282928,3.96984493842932,4.40079478154051,6.74044790036381,5.68820796647213,6.01650640334379,7.25684229042904
"251","RBM12",4.34812462338175,4.21572977194637,4.38978620275497,5.88712682180614,8.63085391388937,4.38978620275497,4.95610398099023,3.61896594493299,4.38978620275497,3.04586172922351,2.16106681966034,11.504462691151,7.37576852245691,7.14754364212487,4.38978620275497,7.54104200873293,7.66104444661351,4.38978620275497
"252","RAB7A",8.08605,8.6205,0,9.10177,9.10946,0,8.71688,7.13261,0,7.72663,7.39708,0,8.70802,7.20847,0,8.4108,9.78173,0
"253","LRRC59",7.00985138819436,7.3428082439444,4.96820641758952,4.02459179331742,4.89558844824639,6.81286187758987,6.61008251601926,6.76501606329776,4.96820641758952,4.61296672390726,5.24129175028253,4.96820641758952,6.11803794837173,4.48197887423756,4.96820641758952,6.51977013321646,6.19929942168469,4.96820641758952
"254","CCT7",6.12154269546368,7.36377015129176,3.99713176960885,3.03621958509243,4.79554873338213,3.99713176960885,6.23757225871287,5.40990599281159,5.07334454650368,6.48377290357289,7.11394684522511,3.99713176960885,6.72210533520915,4.33208529126757,8.34819844241919,4.83703030488161,4.35116319868596,7.77237513960772
"255","ATAD3A",6.12972484526866,2.99327369058334,2.39397372876647,1.74856076521594,4.19100856413497,2.39397372876647,5.4982577148657,5.071196010598,2.39397372876647,4.64563820537732,4.99749356779176,19.6564129226391,6.44406957602626,5.04181484211579,8.85653549988325,6.9538498413355,9.03322474728498,2.39397372876647
"256","PRMT1",4.14447961246049,4.47501770646183,4.74390158031475,8.26199518947963,8.26674081396969,4.74390158031475,3.76943427451698,4.13226038485398,4.74390158031475,7.61962823076,7.60901086974292,4.74390158031475,4.6233544527619,4.90720988974604,8.58516953841285,5.64977212117197,4.69255156927772,4.74390158031475
"257","FDPS",6.06114447686213,5.87975130064987,4.81393232657914,4.47370885537816,3.24055089392593,4.81393232657914,6.25273215303721,5.79717960563815,4.81393232657914,5.52061723171406,4.97348246401859,4.81393232657914,8.1281500738771,7.92629821557059,7.96502531686553,3.95145623739685,6.32811672667936,4.81393232657914
"258","EP400",2.1507770294833,1.92622146994723,3.92159062645939,9.4090251755056,6.55309932344831,3.92159062645939,2.38730101238895,2.48695997668941,3.92159062645939,5.90543209932106,5.40270293369305,3.92159062645939,6.04541108825285,5.14780663404832,10.1784286363226,6.8145753782385,11.6890471392537,8.11339270181343
"259","CPSF7",4.05212376710394,3.81120897375657,4.74961188675494,9.4073137029026,6.26241267094165,4.74961188675494,3.68700424585185,3.17921818864191,4.74961188675494,4.73915155932796,7.60801034651564,4.74961188675494,5.99692794900234,5.74420078231491,8.62565497116672,6.51789811874687,7.19436783335396,4.74961188675494
"260","EIF4A1",4.22923195851808,4.22258834171425,3.08110293750805,4.94327280903571,4.69849497781459,3.08110293750805,7.15332736539471,6.24862832687518,10.1684075133917,5.04727796639396,3.97898071757322,13.2821676964818,5.9723483318417,4.57861149611456,3.08110293750805,4.95918651016159,8.61404860322559,3.08110293750805
"261","EIF4A3",5.804626302308,5.67785576807585,3.67374004179689,7.82684294907729,6.16394500766159,3.67374004179689,6.62873537633661,7.42924043764949,3.67374004179689,4.04630146994144,5.49582999643957,11.2741705347975,5.05391204882584,5.5182166402315,5.47101268091997,3.66033548178225,2.65214551777594,6.36302378549022
"262","EIF4A2",7.90521320430777,8.24679308520389,3.8168255187732,6.91988542130482,3.47479625945745,3.8168255187732,8.06415574963888,8.16985109678057,11.060196986314,3.81053247675354,6.21630947046284,3.8168255187732,2.61615603425592,5.10151876276904,7.7823105706072,3.66846008259275,1.65806153187571,3.8168255187732
"263","ATP1A1",5.09720812014297,7.27849751426845,4.49148333767427,5.35892783106187,4.78461582546923,6.72876206678275,9.09481386078139,8.05298626800416,4.49148333767427,6.7508185645024,6.92645229372945,4.49148333767427,2.75680910486497,2.27324187300657,7.94379755348062,4.83658606928863,4.67220388566901,4.49148333767427
"264","PSMC1",3.67552035601032,3.8193922566005,5.04984553974149,7.64969305121569,6.29498500342748,5.04984553974149,4.30558313968096,5.25475982056994,6.55710710444105,6.28066455751397,6.28042112640248,5.04984553974149,5.88164828494597,5.05292174431647,5.04984553974149,7.19259257111386,8.39963036894048,5.04984553974149
"265","PSMD14",4.61581885752951,5.18741591343437,4.82160743900541,6.65513615150307,6.48865090750419,4.82160743900541,5.04877100029254,4.15408754744822,4.82160743900541,7.92269950068381,7.12211271109708,4.82160743900541,5.32260480701998,7.07925053694539,7.84366965065147,4.66465620004889,4.25256591811071,4.82160743900541
